RUN_DATE,HOURID,SCHEMA_NAME       ,NO_OF_QUERIES,NO_OF_RECORDS,MEM_SIZE_MB
4-Nov-21,9,CSC_STAGING       ,7,"91,989,686",428.7
4-Nov-21,10,CSC_STAGING       ,14,"52,559,920",462.9
4-Nov-21,10,CSC_UOV_ANG       ,1,0,5.74
4-Nov-21,11,CSC_STAGING       ,8,"95,769,911",437.59
4-Nov-21,12,CSC_UFO_STAGING_ID,1,"1,379,855",0.11
4-Nov-21,13,CSC_STAGING       ,1,"27,513,178",128.64
4-Nov-21,14,CSC_STAGING       ,1,"3,757,172",54.77
4-Nov-21,15,CSC_STAGING       ,1,"27,527,202",130.43
4-Nov-21,16,CSC_STAGING       ,2,"5,378,040",143.36
4-Nov-21,17,CSC_STAGING       ,1,"5,378,727",115.22
4-Nov-21,17,CSC_UOV_ANG       ,1,0,80.02
4-Nov-21,18,DBAEVA            ,1,0,0
4-Nov-21,19,CSC_STAGING       ,1,"27,534,744",130.71
4-Nov-21,20,CSC_STAGING       ,2,"5,387,054",174.28
4-Nov-21,21,CSC_STAGING       ,8,"49,253,267",302.8
4-Nov-21,21,_SYS_STATISTICS   ,1,3,0.02
4-Nov-21,23,CSC_STAGING       ,1,"8,853,887",30.58
5-Nov-21,0,CSC_UFO_ID        ,1,"34,151,134",34.17
5-Nov-21,0,_SYS_STATISTICS   ,1,4,0.01
5-Nov-21,1,CSC_STAGING       ,7,"43,985,230",276.33
5-Nov-21,1,_SYS_STATISTICS   ,2,"12,686,417",24.1
5-Nov-21,5,CSC_GSM_SCHEDULER ,1,"12,150,057",89.33
5-Nov-21,5,CSC_UFO_ID        ,1,"5,762",9.1
5-Nov-21,5,CSC_UFO_STAGING_ID,1,"1,381,782",0.12
5-Nov-21,5,VATMURI           ,1,612,1.71
5-Nov-21,7,CSC_STAGING       ,1,"5,385,263",76.93
5-Nov-21,7,_SYS_STATISTICS   ,1,36,0.02
5-Nov-21,8,CSC_STAGING       ,12,"93,093,088",530.15
5-Nov-21,9,CSC_STAGING       ,9,"8,444,176",318.46
5-Nov-21,10,CSC_STAGING       ,1,"5,387,468",107.17
5-Nov-21,11,CSC_STAGING       ,2,"5,390,405",112.72
5-Nov-21,11,MAHPANIC          ,1,"5,351,463",38.09
5-Nov-21,12,CSC_STAGING       ,2,"5,392,337",163.83
5-Nov-21,13,CSC_STAGING       ,1,"5,390,687",73.54
5-Nov-21,16,CSC_STAGING       ,1,"27,574,171",128.1
5-Nov-21,17,BGARLAPA          ,1,0,192.54
5-Nov-21,19,CSC_STAGING       ,2,"5,394,770",140.29
5-Nov-21,19,SYSTEM            ,1,1,0.97
5-Nov-21,21,CSC_STAGING       ,3,"18,162,045",123.82
5-Nov-21,21,VATMURI           ,1,612,1.72
5-Nov-21,21,_SYS_STATISTICS   ,1,3,0.01
5-Nov-21,22,CSC_STAGING       ,7,"27,928,892",280.44
5-Nov-21,23,CSC_STAGING       ,10,"92,073,212",429.49
6-Nov-21,1,CSC_STAGING       ,1,"27,511,724",127.77
6-Nov-21,1,CSC_UFO_ID        ,1,"45,852,477",48.39
6-Nov-21,4,CSC_STAGING       ,1,"3,196,345",219.39
6-Nov-21,4,VATMURI           ,1,612,1.72
6-Nov-21,5,CSC_STAGING       ,5,"50,489,891",314.19
6-Nov-21,5,CSC_UFO_ID        ,1,"5,116,898",5.45
6-Nov-21,6,CSC_STAGING       ,1,"5,392,928",72.3
6-Nov-21,7,CSC_STAGING       ,1,"5,393,103",106.51
6-Nov-21,11,_SYS_STATISTICS   ,1,"16,174",0.33
6-Nov-21,12,CSC_STAGING       ,1,"27,512,271",127.93
6-Nov-21,13,CSC_STAGING       ,6,"92,737,233",381.34
6-Nov-21,14,CSC_STAGING       ,4,"36,700,407",180.45
6-Nov-21,16,CSC_STAGING       ,11,"48,052,371",322.61
6-Nov-21,17,CSC_STAGING       ,14,"92,061,408",458.56
6-Nov-21,17,CSC_UFO_ID        ,1,"208,091",9.26
6-Nov-21,17,CSC_UFO_STAGING_ID,1,"273,296",0.17
6-Nov-21,17,_SYS_STATISTICS   ,2,"2,156",0.03
6-Nov-21,19,CSC_STAGING       ,1,"3,810,187",55.32
6-Nov-21,19,_SYS_STATISTICS   ,1,"3,428",0.27
7-Nov-21,1,CSC_STAGING       ,1,"27,453,601",127.99
7-Nov-21,2,CSC_STAGING       ,10,"153,787,010",563.66
7-Nov-21,11,CSC_STAGING       ,1,"5,395,111",130.48
7-Nov-21,12,CSC_STAGING       ,10,"92,423,737",277.91
7-Nov-21,13,CSC_SCHEDULER     ,1,"5,101",0.41
7-Nov-21,13,CSC_STAGING       ,14,"120,447,155",566.63
7-Nov-21,13,SYSTEM            ,1,1,0.95
7-Nov-21,13,VATMURI           ,1,612,1.72
7-Nov-21,14,CSC_STAGING       ,1,-1,128
7-Nov-21,15,CSC_STAGING       ,10,"92,018,398",561.95
7-Nov-21,15,_SYS_STATISTICS   ,1,36,0.02
7-Nov-21,16,CSC_STAGING       ,9,"75,464,776",577.53
7-Nov-21,17,CSC_STAGING       ,15,"119,460,834",532.4
7-Nov-21,17,VATMURI           ,1,612,1.72
7-Nov-21,18,CSC_GSM_BAAO_UI   ,1,0,10.25
7-Nov-21,18,CSC_STAGING       ,1,"27,443,717",128.03
7-Nov-21,21,CSC_STAGING       ,1,"3,804,469",56.8
7-Nov-21,22,CSC_STAGING       ,3,"36,414,936",168.14
7-Nov-21,22,VATMURI           ,1,612,1.72
8-Nov-21,0,CSC_STAGING       ,1,"3,809,002",55.38
8-Nov-21,1,CSC_STAGING       ,3,"61,878,238",182.22
8-Nov-21,1,VATMURI           ,1,612,1.72
8-Nov-21,2,CSC_STAGING       ,4,"61,909,803",230.46
8-Nov-21,2,VATMURI           ,1,612,1.72
8-Nov-21,3,CSC_STAGING       ,4,"61,909,711",232.03
8-Nov-21,4,CSC_STAGING       ,3,"44,838,615",181.72
8-Nov-21,4,CSC_UOV_ANG       ,3,26,51.27
8-Nov-21,5,CSC_GSM_SCHEDULER ,1,"4,216,099",105.87
8-Nov-21,5,CSC_STAGING       ,8,"73,597,404",277.3
8-Nov-21,5,CSC_UFO_ID        ,1,"61,649",5.23
8-Nov-21,5,MONITOR_DAA       ,1,0,0
8-Nov-21,5,_SYS_STATISTICS   ,1,4,0.3
8-Nov-21,6,CSC_STAGING       ,4,"89,299,689",303.1
8-Nov-21,7,CSC_STAGING       ,4,"44,003,643",311.76
8-Nov-21,8,CSC_STAGING       ,4,"67,285,020",298.52
8-Nov-21,9,CSC_STAGING       ,3,"61,891,405",170.5
8-Nov-21,10,CSC_STAGING       ,10,"92,031,158",389.7
8-Nov-21,11,CSC_STAGING       ,11,"75,454,163",465.92
8-Nov-21,11,_SYS_STATISTICS   ,3,"223,814,457",56.7
8-Nov-21,12,CSC_STAGING       ,1,"27,432,157",127.82
8-Nov-21,13,CSC_STAGING       ,7,"105,327,568",415.78
8-Nov-21,13,VATMURI           ,1,612,1.72
8-Nov-21,14,CSC_STAGING       ,1,"5,389,353",124.68
8-Nov-21,15,CSC_STAGING       ,2,"5,389,032",146.58
8-Nov-21,16,CSC_STAGING       ,2,"5,387,476",126.74
8-Nov-21,17,CSC_STAGING       ,1,"27,452,024",130.4
8-Nov-21,17,SAPHANADBA        ,1,1,0.97
8-Nov-21,17,VATMURI           ,1,612,1.72
8-Nov-21,21,CSC_STAGING       ,3,"61,144,496",169.09
8-Nov-21,22,CSC_STAGING       ,2,"49,392,933",166.94
8-Nov-21,22,CSC_UOV_ANG       ,1,0,1.06
8-Nov-21,23,CSC_STAGING       ,4,"1,135,307",82.79
8-Nov-21,23,CSC_UFO_STAGING_ID,1,"1,392,922",0.12
9-Nov-21,0,VATMURI           ,1,612,1.72
9-Nov-21,1,CSC_STAGING       ,2,"34,839,833",148.67
9-Nov-21,1,VATMURI           ,1,612,1.72
9-Nov-21,2,CSC_GSM_SCHEDULER ,1,"102,337",0.04
9-Nov-21,2,CSC_STAGING       ,13,"97,440,942",545.89
9-Nov-21,4,CSC_STAGING       ,1,"25,688,679",127.46
9-Nov-21,4,VATMURI           ,1,612,1.72
9-Nov-21,5,CSC_GSM_SCHEDULER ,1,"4,166,087",106.04
9-Nov-21,5,CSC_STAGING       ,1,"5,372,158",73.04
9-Nov-21,5,CSC_UFO_UI_ID     ,1,7,0.78
9-Nov-21,5,VATMURI           ,1,612,1.72
9-Nov-21,12,CSC_STAGING       ,1,"3,778,805",52.41
9-Nov-21,13,CSC_STAGING       ,3,"88,544,128",278.97
9-Nov-21,15,CSC_STAGING       ,5,"89,272,341",387.11
9-Nov-21,15,SYSTEM            ,1,1,0.98
9-Nov-21,16,CSC_STAGING       ,1,"3,755,550",53.31
9-Nov-21,17,CSC_STAGING       ,1,"27,450,686",128.66
9-Nov-21,18,CSC_STAGING       ,2,"61,110,483",135.87
9-Nov-21,20,CSC_STAGING       ,11,"135,542,376",439.6
9-Nov-21,20,VATMURI           ,1,612,1.72
9-Nov-21,22,CSC_STAGING       ,11,"55,401,998",432.56
9-Nov-21,23,CSC_STAGING       ,3,"49,399,554",243.59
9-Nov-21,23,VATMURI           ,1,612,1.73
10-Nov-21,0,CSC_STAGING       ,1,"3,742,044",57.06
10-Nov-21,2,CSC_STAGING       ,7,"69,722,833",462.6
10-Nov-21,2,CSC_UFO_UI_ID     ,2,67,0.88
10-Nov-21,2,VATMURI           ,1,612,1.73
10-Nov-21,3,CSC_GSM_BAAO_UI   ,1,0,12.41
10-Nov-21,3,CSC_STAGING       ,5,"67,529,171",298.99
10-Nov-21,4,CSC_STAGING       ,7,"64,502,033",437.84
10-Nov-21,4,VATMURI           ,1,612,1.73
10-Nov-21,5,CSC_GSM_SCHEDULER ,1,"4,165,155",106.05
10-Nov-21,5,CSC_STAGING       ,1,"5,379,519",102.64
10-Nov-21,5,RACBHATN          ,1,0,38.89
10-Nov-21,6,CSC_STAGING       ,6,"1,256,357",118.77
10-Nov-21,6,VATMURI           ,1,612,1.73
10-Nov-21,7,CSC_STAGING       ,2,"401,710",69.91
10-Nov-21,11,CSC_STAGING       ,4,"62,097,438",217.34
10-Nov-21,12,CSC_STAGING       ,2,"52,787,310",137.98
10-Nov-21,13,CSC_STAGING       ,4,"89,505,502",318.75
10-Nov-21,14,CSC_STAGING       ,1,-1,128.97
10-Nov-21,15,CSC_STAGING       ,5,"23,454,814",251.01
10-Nov-21,15,CSC_UFO_UI_ID     ,1,100,29.01
10-Nov-21,16,CSC_STAGING       ,1,"5,381,179",69.36
10-Nov-21,17,SYSTEM            ,1,1,1
10-Nov-21,21,CSC_STAGING       ,2,"35,050,092",149.14
10-Nov-21,21,CSC_UOV_ANG       ,3,0,97.94
10-Nov-21,22,CSC_STAGING       ,1,"27,499,752",128.62
10-Nov-21,22,VATMURI           ,1,613,1.73
10-Nov-21,23,CSC_STAGING       ,22,"56,951,078",353.48
10-Nov-21,23,CSC_UFO_STAGING_ID,1,2,0.25
11-Nov-21,1,CSC_GSM_SCHEDULER ,5,"9,684,259",159.68
11-Nov-21,2,ABALAKIS          ,1,"2,080",135.86
11-Nov-21,2,_SYS_STATISTICS   ,1,"29,619,426",26.8
11-Nov-21,3,CSC_UOV_ANG       ,1,0,0.24
11-Nov-21,4,CSC_STAGING       ,1,"5,387,805",80.02
11-Nov-21,5,CSC_GSM_SCHEDULER ,1,"4,165,155",106.04
11-Nov-21,5,CSC_STAGING       ,1,-1,127.71
11-Nov-21,6,CSC_STAGING       ,1,"27,495,534",127.76
11-Nov-21,6,VATMURI           ,1,613,1.73
11-Nov-21,6,_SYS_STATISTICS   ,1,"96,500,505",27.73
11-Nov-21,7,CSC_STAGING       ,1,"27,522,600",128.4
11-Nov-21,7,VATMURI           ,1,613,1.73
11-Nov-21,8,CSC_STAGING       ,2,"5,389,067",157.97
11-Nov-21,10,CSC_STAGING       ,1,"27,549,136",127.87
11-Nov-21,11,CSC_STAGING       ,1,"5,389,448",128.55
11-Nov-21,12,CSC_STAGING       ,1,"3,736,405",55.02
11-Nov-21,13,CSC_STAGING       ,2,"61,154,081",148.13
11-Nov-21,14,CSC_STAGING       ,8,"98,896,405",408.13
11-Nov-21,14,VATMURI           ,1,613,1.73
11-Nov-21,15,CSC_STAGING       ,6,"98,056,944",211.49
11-Nov-21,15,VATMURI           ,1,613,1.73
11-Nov-21,16,CSC_STAGING       ,1,"27,581,286",128.83
11-Nov-21,17,CSC_STAGING       ,1,"8,795,902",31.54
11-Nov-21,18,CSC_STAGING       ,1,"8,798,036",28.66
11-Nov-21,18,CSC_UOV_ANG       ,3,466,26.58
11-Nov-21,22,CSC_STAGING       ,1,"27,585,298",128.18
11-Nov-21,23,CSC_STAGING       ,1,"27,584,586",128.94
11-Nov-21,23,CSC_UFO_UI_ID     ,1,100,31.3
11-Nov-21,23,VATMURI           ,1,613,1.73
11-Nov-21,23,_SYS_STATISTICS   ,1,"4,127",0.03
12-Nov-21,0,CSC_STAGING       ,1,"27,590,090",129.04
12-Nov-21,1,VATMURI           ,1,615,1.73
12-Nov-21,2,CSC_STAGING       ,4,"9,173,316",182.48
12-Nov-21,4,CSC_STAGING       ,3,"66,560,657",227.76
12-Nov-21,4,VATMURI           ,1,615,1.73
12-Nov-21,5,CSC_GSM_SCHEDULER ,1,"4,295,899",107.12
12-Nov-21,5,CSC_STAGING       ,1,"5,393,912",123.47
12-Nov-21,6,CSC_STAGING       ,1,"3,729,335",54.15
12-Nov-21,6,VATMURI           ,1,615,1.73
12-Nov-21,7,CSC_STAGING       ,1,"5,396,499",77.14
12-Nov-21,7,VATMURI           ,1,615,1.73
12-Nov-21,8,CSC_STAGING       ,1,"5,397,203",121.94
12-Nov-21,9,CSC_STAGING       ,1,"5,396,258",94.95
12-Nov-21,10,CSC_STAGING       ,1,"27,602,214",130.98
12-Nov-21,10,_SYS_STATISTICS   ,1,"44,759,810",37
12-Nov-21,11,CSC_STAGING       ,8,"46,546,054",193.48
12-Nov-21,11,VATMURI           ,1,615,1.73
12-Nov-21,12,BGARLAPA          ,1,0,0
12-Nov-21,12,CSC_STAGING       ,6,"27,607,751",314.84
12-Nov-21,13,CSC_STAGING       ,4,"61,613,393",217.13
12-Nov-21,13,VATMURI           ,1,615,1.73
12-Nov-21,14,CSC_STAGING       ,5,"27,790,324",154.94
12-Nov-21,16,CSC_STAGING       ,3,"49,461,868",265.32
12-Nov-21,16,CSC_UFO_STAGING_ID,1,"13,434,279",0.86
12-Nov-21,16,_SYS_STATISTICS   ,1,"30,600,258",24.99
12-Nov-21,17,CSC_STAGING       ,9,"49,461,534",264.86
12-Nov-21,18,CSC_STAGING       ,1,"3,690,960",60.13
12-Nov-21,20,CSC_STAGING       ,7,"90,253,490",363.73
12-Nov-21,20,_SYS_STATISTICS   ,1,"43,790,574",36.25
12-Nov-21,21,CSC_STAGING       ,1,-1,129.71
12-Nov-21,22,CSC_STAGING       ,1,"27,649,818",129.25
12-Nov-21,23,CSC_STAGING       ,1,"5,399,787",91.02
12-Nov-21,23,CSC_UFO_ID        ,1,"3,696",9.27
12-Nov-21,23,CSC_UFO_STAGING_ID,5,10,1.11
13-Nov-21,0,CSC_STAGING       ,1,"165,173",50.36
13-Nov-21,1,CSC_STAGING       ,1,"27,615,370",129.41
13-Nov-21,1,VATMURI           ,1,615,1.73
13-Nov-21,1,_SYS_STATISTICS   ,1,"30,090,928",24.61
13-Nov-21,2,CSC_STAGING       ,1,"27,615,646",129.46
13-Nov-21,2,VATMURI           ,1,615,1.73
13-Nov-21,2,_SYS_STATISTICS   ,1,"30,594,634",24.99
13-Nov-21,4,CSC_STAGING       ,1,"27,617,059",131.54
13-Nov-21,5,CSC_GSM_SCHEDULER ,1,"4,211,239",107.34
13-Nov-21,6,CSC_STAGING       ,6,"92,948,906",397.72
13-Nov-21,7,CSC_STAGING       ,3,"50,447,480",217.97
13-Nov-21,7,SAPHANADBA        ,1,1,0.97
13-Nov-21,8,CSC_STAGING       ,2,"5,402,772",122.3
13-Nov-21,9,CSC_STAGING       ,1,"27,613,207",129.47
13-Nov-21,10,BGARLAPA          ,1,0,0
13-Nov-21,10,CSC_STAGING       ,1,"8,823,988",31.09
13-Nov-21,11,CSC_STAGING       ,1,"8,824,412",29.91
13-Nov-21,12,CSC_STAGING       ,1,"982,766",36.16
13-Nov-21,12,_SYS_STATISTICS   ,1,"24,174,783",21.08
13-Nov-21,14,CSC_STAGING       ,9,"116,822,405",536.05
13-Nov-21,15,CSC_STAGING       ,10,"98,429,342",516.86
13-Nov-21,16,VATMURI           ,1,615,1.73
13-Nov-21,18,CSC_STAGING       ,3,"433,121",83.78
13-Nov-21,21,CSC_STAGING       ,1,"8,825,370",28.64
13-Nov-21,22,BGARLAPA          ,1,0,0
13-Nov-21,22,CSC_STAGING       ,1,"27,607,351",129.58
13-Nov-21,23,CSC_STAGING       ,11,"127,740,637",352.97
14-Nov-21,0,CSC_STAGING       ,1,"27,607,140",129.61
14-Nov-21,1,CSC_STAGING       ,1,"27,558,443",128.89
14-Nov-21,2,CSC_STAGING       ,7,"97,680,938",580.7
14-Nov-21,3,CSC_STAGING       ,1,"27,558,443",128.88
14-Nov-21,4,CSC_STAGING       ,1,"27,558,443",131.56
14-Nov-21,5,CSC_GSM_SCHEDULER ,1,"4,210,698",107.34
14-Nov-21,5,CSC_STAGING       ,1,"27,558,626",129.58
14-Nov-21,6,CSC_STAGING       ,5,"28,721,617",237.89
14-Nov-21,6,_SYS_STATISTICS   ,1,"30,115,552",31.45
14-Nov-21,7,CSC_STAGING       ,4,"66,594,098",273.49
14-Nov-21,7,VATMURI           ,1,615,1.73
14-Nov-21,8,CSC_STAGING       ,3,"22,529,331",193.64
14-Nov-21,9,CSC_STAGING       ,2,"49,465,167",157.06
14-Nov-21,9,VATMURI           ,1,615,1.73
14-Nov-21,10,CSC_STAGING       ,1,"5,398,977",94.4
14-Nov-21,11,CSC_UFO_STAGING_ID,1,"1,408,048",0.12
14-Nov-21,12,CSC_STAGING       ,1,"27,561,986",129.66
14-Nov-21,13,CSC_STAGING       ,2,"4,086,980",90.29
14-Nov-21,15,CSC_STAGING       ,4,"1,162,729",107.51
14-Nov-21,16,BGARLAPA          ,1,0,0
14-Nov-21,16,CSC_STAGING       ,1,"27,559,580",129.26
14-Nov-21,19,BGARLAPA          ,1,0,0
14-Nov-21,20,CSC_STAGING       ,5,"45,221,390",215.23
14-Nov-21,20,VATMURI           ,1,615,1.73
14-Nov-21,21,CSC_STAGING       ,1,"27,557,254",132.35
14-Nov-21,22,BGARLAPA          ,1,32,29.35
15-Nov-21,0,BGARLAPA          ,1,0,0
15-Nov-21,1,BGARLAPA          ,1,0,0
15-Nov-21,2,CSC_SCHEDULER     ,2,"3,449,832",47.42
15-Nov-21,4,CSC_STAGING       ,3,"2,686,583",240
15-Nov-21,4,VATMURI           ,1,1,0
15-Nov-21,4,_SYS_STATISTICS   ,2,10,0.03
15-Nov-21,5,CSC_GSM_SCHEDULER ,1,"5,897,310",111.06
15-Nov-21,6,MONITOR_DAA       ,1,1,0
15-Nov-21,6,SAPHANADBA        ,1,1,0.99
15-Nov-21,7,CSC_STAGING       ,1,"27,485,356",129.41
15-Nov-21,7,VATMURI           ,1,615,1.73
15-Nov-21,8,CSC_STAGING       ,5,"13,837,129",235.58
15-Nov-21,8,VATMURI           ,1,615,1.73
15-Nov-21,9,CSC_STAGING       ,3,"6,175,926",145.68
15-Nov-21,10,CSC_STAGING       ,8,"80,565,166",293.86
15-Nov-21,10,SREEVARR          ,1,0,94.28
15-Nov-21,11,CSC_STAGING       ,9,"69,651,074",426.16
15-Nov-21,11,CSC_UFO_STAGING_ID,2,"2,821,946",0.23
15-Nov-21,12,CSC_STAGING       ,2,"5,371,621",128.79
15-Nov-21,13,CSC_STAGING       ,1,"27,509,401",129.74
15-Nov-21,14,CSC_STAGING       ,9,"94,682,483",334.57
15-Nov-21,15,CSC_STAGING       ,2,"5,363,386",124.92
15-Nov-21,17,CSC_STAGING       ,8,"1,334,081",120.47
15-Nov-21,19,_SYS_STATISTICS   ,1,"4,830",0.23
15-Nov-21,20,VATMURI           ,1,615,1.73
15-Nov-21,21,CSC_STAGING       ,10,"120,694,646",399.3
15-Nov-21,21,_SYS_STATISTICS   ,1,"2,939",0.03
15-Nov-21,22,BGARLAPA          ,1,0,0
15-Nov-21,22,CSC_STAGING       ,1,"27,522,931",131.79
15-Nov-21,22,VATMURI           ,1,615,1.73
15-Nov-21,23,CSC_STAGING       ,2,1,0.02
15-Nov-21,23,CSC_UOV_ANG       ,1,0,135.92
16-Nov-21,0,CSC_STAGING       ,2,"5,359,649",152.75
16-Nov-21,0,VATMURI           ,1,615,1.73
16-Nov-21,1,CSC_STAGING       ,3,"36,449,715",169.54
16-Nov-21,2,CSC_STAGING       ,1,"27,519,440",129.1
16-Nov-21,3,CSC_STAGING       ,3,"70,006,496",153.53
16-Nov-21,3,_SYS_STATISTICS   ,1,"209,990,337",53.24
16-Nov-21,4,CSC_STAGING       ,3,"79,624,723",152.87
16-Nov-21,5,CSC_STAGING       ,5,"5,353,441",91.83
16-Nov-21,6,CSC_STAGING       ,8,"53,407,899",317.94
16-Nov-21,7,CSC_STAGING       ,4,"1,498,549",169.55
16-Nov-21,8,SYSTEM            ,1,1,0.96
16-Nov-21,9,CSC_STAGING       ,2,"8,937,596",34.33
16-Nov-21,10,CSC_STAGING       ,1,"27,566,888",132.11
16-Nov-21,11,CSC_STAGING       ,9,"67,469,875",396.88
16-Nov-21,11,CSC_UFO_ID        ,2,"1,117,273",14.75
16-Nov-21,11,VATMURI           ,1,615,1.73
16-Nov-21,12,CSC_STAGING       ,4,"69,688,696",259.29
16-Nov-21,13,CSC_STAGING       ,6,"92,382,588",412.52
16-Nov-21,13,CSC_UOV_ANG       ,1,0,0.22
16-Nov-21,13,VATMURI           ,1,615,1.73
16-Nov-21,14,CSC_STAGING       ,7,"28,096,469",49.61
16-Nov-21,14,CSC_UOV_ANG       ,3,0,169.96
16-Nov-21,14,VATMURI           ,1,615,1.73
16-Nov-21,15,CSC_STAGING       ,5,"67,436,849",280.37
16-Nov-21,15,VATMURI           ,1,615,1.73
16-Nov-21,17,CSC_STAGING       ,2,"3,979,775",90.2
16-Nov-21,17,VATMURI           ,1,615,1.73
16-Nov-21,18,CSC_STAGING       ,1,"8,842,478",33.06
16-Nov-21,18,VATMURI           ,1,615,1.73
16-Nov-21,19,CSC_STAGING       ,1,"27,603,746",130.45
16-Nov-21,19,_SYS_STATISTICS   ,1,"266,371,601",67.48
16-Nov-21,20,CSC_STAGING       ,4,"38,092,325",174.53
16-Nov-21,21,CSC_STAGING       ,1,"122,154",3.21
17-Nov-21,0,CSC_STAGING       ,1,"27,612,793",130.3
17-Nov-21,2,CSC_STAGING       ,1,"864,745",36.83
17-Nov-21,3,VATMURI           ,1,615,1.73
17-Nov-21,4,VATMURI           ,1,615,1.73
17-Nov-21,5,CSC_STAGING       ,9,"92,670,422",350.89
17-Nov-21,5,VATMURI           ,1,615,1.73
17-Nov-21,5,_SYS_STATISTICS   ,1,"44,828,019",36.98
17-Nov-21,6,CSC_STAGING       ,21,"64,368,711",429.62
17-Nov-21,6,CSC_UFO_STAGING_ID,2,51,0
17-Nov-21,6,SAPHANADBA        ,2,2,0
17-Nov-21,6,SYSTEM            ,1,1,0.03
17-Nov-21,6,VATMURI           ,1,5,0
17-Nov-21,6,_SYS_STATISTICS   ,3,946,0.05
17-Nov-21,7,CSC_UOV_ANG       ,2,"379,732",11.88
17-Nov-21,8,SYSTEM            ,1,1,0.93
17-Nov-21,10,_SYS_STATISTICS   ,1,3,23.58
17-Nov-21,12,CSC_STAGING       ,8,"92,732,282",376.44
17-Nov-21,12,VATMURI           ,1,615,1.73
17-Nov-21,12,_SYS_STATISTICS   ,1,183,0.07
17-Nov-21,15,CSC_UOV_ANG       ,1,0,3.15
17-Nov-21,16,CSC_UFO_STAGING_ID,1,"1,049,639",0.12
17-Nov-21,17,VATMURI           ,1,615,1.73
17-Nov-21,17,_SYS_STATISTICS   ,1,"30,621,895",25.01
17-Nov-21,19,CSC_STAGING       ,5,"62,439,676",247.97
17-Nov-21,19,VATMURI           ,1,615,1.73
17-Nov-21,19,_SYS_STATISTICS   ,2,"44,766,729",37.05
17-Nov-21,21,RACBHATN          ,1,"195,262",177.52
17-Nov-21,22,VATMURI           ,1,615,1.73
17-Nov-21,23,CSC_UFO_ID        ,1,"1,461",9.42
18-Nov-21,0,VATMURI           ,1,615,1.73
18-Nov-21,1,CSC_GSM_SCHEDULER ,1,"10,690,086",24.42
18-Nov-21,3,CSC_STAGING       ,9,"64,481,297",187.33
18-Nov-21,3,CSC_UOV_ANG       ,1,"177,817",5.94
18-Nov-21,3,_SYS_STATISTICS   ,1,183,0.07
18-Nov-21,8,CSC_STAGING       ,4,"18,121,034",123.24
18-Nov-21,11,CSC_UFO_ID        ,1,"815,809",9.96
18-Nov-21,11,CSC_UOV_ANG       ,1,163,132.47
18-Nov-21,13,_SYS_STATISTICS   ,1,"174,967,855",44.28
18-Nov-21,14,SAPHANADBA        ,1,3,0.17
18-Nov-21,15,CSC_UOV_ANG       ,2,0,33.58
18-Nov-21,15,VATMURI           ,1,615,1.73
18-Nov-21,16,CSC_STAGING       ,2,"61,251,412",136.85
18-Nov-21,16,CSC_UOV_ANG       ,1,26,17.42
18-Nov-21,17,CSC_STAGING       ,3,"62,130,199",163.68
18-Nov-21,17,VATMURI           ,1,615,1.73
18-Nov-21,17,_SYS_STATISTICS   ,2,"31,180,266",25.54
18-Nov-21,18,CSC_STAGING       ,4,"62,225,523",211.21
18-Nov-21,18,VATMURI           ,1,615,1.73
18-Nov-21,18,_SYS_STATISTICS   ,1,183,0.07
18-Nov-21,19,SAPHANADBA        ,1,1,0.94
18-Nov-21,22,SYSTEM            ,1,1,0.95
18-Nov-21,23,_SYS_STATISTICS   ,1,183,0.07
19-Nov-21,2,RACBHATN          ,2,0,349.93
19-Nov-21,2,VATMURI           ,1,615,1.72
19-Nov-21,2,_SYS_STATISTICS   ,1,183,0.07
19-Nov-21,3,_SYS_STATISTICS   ,1,"45,484,004",37.6
19-Nov-21,5,CSC_GSM_SCHEDULER ,1,"8,922,486",107.05
19-Nov-21,5,CSC_STAGING       ,4,"62,144,889",176.65
19-Nov-21,5,CSC_UFO_ID        ,1,"6,316,401",5.5
19-Nov-21,5,_SYS_STATISTICS   ,1,"3,899",0.03
19-Nov-21,13,CSC_STAGING       ,4,"62,258,310",223.29
19-Nov-21,13,_SYS_STATISTICS   ,1,183,0.07
19-Nov-21,19,_SYS_STATISTICS   ,1,5,25.92
19-Nov-21,20,CSC_STAGING       ,9,"92,784,294",389.25
19-Nov-21,20,VATMURI           ,1,615,1.73
19-Nov-21,23,CSC_UFO_STAGING_ID,1,"1,424,405",0.12
19-Nov-21,23,VATMURI           ,1,615,1.73
20-Nov-21,1,CSC_STAGING       ,7,"89,766,418",329.65
20-Nov-21,1,VATMURI           ,1,615,1.73
20-Nov-21,2,CSC_STAGING       ,9,"20,208,486",354.94
20-Nov-21,2,GOGOWTHA          ,1,1,9.54
20-Nov-21,5,CSC_GSM_SCHEDULER ,1,"4,702,828",116.1
20-Nov-21,7,CSC_STAGING       ,4,"89,757,285",355.02
20-Nov-21,7,VATMURI           ,1,615,1.73
20-Nov-21,8,CSC_STAGING       ,3,"61,592,894",148.1
20-Nov-21,11,CSC_UFO_ID        ,1,"892,110",10.01
20-Nov-21,12,CSC_STAGING       ,3,"62,157,169",176.54
20-Nov-21,14,CSC_STAGING       ,3,"62,235,121",177.45
20-Nov-21,14,VATMURI           ,1,615,1.73
20-Nov-21,15,CSC_STAGING       ,4,"62,402,146",210.07
20-Nov-21,15,VATMURI           ,1,615,1.73
