RUN_DATE,HOURID,SCHEMA_NAME       ,NO_OF_QUERIES,NO_OF_RECORDS,MEM_SIZE_MB
19-Oct-21,15,CSC_STAGING       ,1,"26,305,606",117.28
19-Oct-21,16,CSC_STAGING       ,4,"952,878",80.58
19-Oct-21,16,CSC_UOV_ANG       ,1,"145,835",5.78
19-Oct-21,17,CSC_UFO_ID        ,1,"27,383,170",32.9
19-Oct-21,18,CSC_STAGING       ,3,"61,386,185",180.02
19-Oct-21,19,CSC_STAGING       ,17,"80,850,501",535.48
19-Oct-21,19,SYSTEM            ,1,1,0.94
19-Oct-21,19,VATMURI           ,1,63,1.7
19-Oct-21,20,CSC_STAGING       ,8,"9,480",217.81
19-Oct-21,20,PRVENIGA          ,1,0,98.84
19-Oct-21,20,VATMURI           ,1,63,1.7
19-Oct-21,21,CSC_STAGING       ,15,"56,680,745",476.62
19-Oct-21,22,CSC_STAGING       ,2,"48,795,589",220.77
19-Oct-21,22,_SYS_STATISTICS   ,1,"46,157,344",38.33
19-Oct-21,23,CSC_STAGING       ,1,"5,016,294",102.42
20-Oct-21,0,CSC_STAGING       ,2,"5,016,742",168.43
20-Oct-21,2,CSC_STAGING       ,1,"26,290,814",119.47
20-Oct-21,3,CSC_STAGING       ,1,"8,255,594",28.6
20-Oct-21,4,CSC_STAGING       ,1,"23,107,698",117.97
20-Oct-21,5,CSC_GSM_SCHEDULER ,1,"3,013,854",101.48
20-Oct-21,5,CSC_STAGING       ,11,"135,473,097",334.78
20-Oct-21,6,CSC_STAGING       ,2,"5,010,403",152.75
20-Oct-21,6,CSC_UOV_ANG       ,1,214,8.25
20-Oct-21,7,CSC_STAGING       ,1,"5,011,848",111.4
20-Oct-21,8,CSC_STAGING       ,1,"5,012,209",125.38
20-Oct-21,10,CSC_STAGING       ,1,"5,006,809",103.92
20-Oct-21,11,CSC_STAGING       ,3,"60,894,479",186.44
20-Oct-21,11,CSC_UFO_ID        ,2,"2,457,742",19.77
20-Oct-21,11,_SYS_STATISTICS   ,1,"23,585",31.46
20-Oct-21,12,CSC_STAGING       ,9,"118,247,840",401.02
20-Oct-21,12,_SYS_STATISTICS   ,1,5,30.66
20-Oct-21,13,CSC_STAGING       ,3,"64,026,756",191
20-Oct-21,13,_SYS_STATISTICS   ,1,5,24.86
20-Oct-21,14,CSC_GSM_BAAO_UI   ,1,0,4.39
20-Oct-21,14,CSC_SCHEDULER     ,1,"4,824",0.42
20-Oct-21,14,CSC_STAGING       ,10,"114,574,199",512.07
20-Oct-21,14,CSC_UOV_ANG       ,4,0,129.73
20-Oct-21,14,_SYS_STATISTICS   ,1,5,36.47
20-Oct-21,15,CSC_STAGING       ,1,"26,368,789",117.36
20-Oct-21,15,CSC_UFO_ID        ,1,"387,061",17.21
20-Oct-21,16,CSC_STAGING       ,1,"145,191",26.24
20-Oct-21,16,_SYS_STATISTICS   ,1,175,0.03
20-Oct-21,18,CSC_STAGING       ,1,"26,375,738",118.06
20-Oct-21,19,CSC_STAGING       ,2,"70,168,102",243.32
20-Oct-21,19,SYSTEM            ,1,3,0.17
20-Oct-21,20,CSC_STAGING       ,1,"26,369,211",121.39
20-Oct-21,22,CSC_STAGING       ,8,-6,276.17
20-Oct-21,22,_SYS_STATISTICS   ,1,4,0.24
20-Oct-21,23,CSC_STAGING       ,8,"117,444,093",503.66
20-Oct-21,23,CSC_UFO_ID        ,1,"36,827,016",36.05
21-Oct-21,0,CSC_STAGING       ,1,"26,373,084",119.72
21-Oct-21,1,CSC_STAGING       ,1,"26,322,980",117
21-Oct-21,2,CSC_STAGING       ,1,"5,023,262",104.96
21-Oct-21,3,CSC_STAGING       ,9,"94,474,495",536.68
21-Oct-21,4,CSC_STAGING       ,1,"43,801,952",99.2
21-Oct-21,5,CSC_UFO_ID        ,1,"2,642",9.45
21-Oct-21,5,SYSTEM            ,1,1,0.48
21-Oct-21,6,CSC_UOV_ANG       ,1,96,8.45
21-Oct-21,9,CSC_STAGING       ,1,"26,391,120",119.06
21-Oct-21,10,BGARLAPA          ,1,0,0
21-Oct-21,10,CSC_STAGING       ,8,"1,104,052",94.4
21-Oct-21,11,CSC_UFO_STAGING_ID,2,"2,673,230",0.22
21-Oct-21,12,SAPHANADBA        ,1,1,0.94
21-Oct-21,13,CSC_STAGING       ,1,"26,426,320",118.77
21-Oct-21,15,CSC_GSM_BAAO_UI   ,1,0,9.68
21-Oct-21,15,CSC_STAGING       ,2,"287,398",44.54
21-Oct-21,16,JASMINJO          ,1,0,54.21
21-Oct-21,18,CSC_STAGING       ,1,"26,457,747",117.33
21-Oct-21,19,CSC_STAGING       ,1,"3,400,886",55.54
21-Oct-21,20,CSC_STAGING       ,2,"286,732",45.35
21-Oct-21,21,_SYS_STATISTICS   ,1,17,0.02
21-Oct-21,22,CSC_STAGING       ,3,"5,144,680",187.16
21-Oct-21,23,CSC_STAGING       ,2,"280,710",44.56
22-Oct-21,0,_SYS_STATISTICS   ,1,"118,853,806",35.55
22-Oct-21,1,CSC_STAGING       ,1,"26,434,617",117.2
22-Oct-21,3,CSC_STAGING       ,1,"890,996",33.09
22-Oct-21,3,_SYS_STATISTICS   ,1,"33,671,780",30.14
22-Oct-21,4,CSC_STAGING       ,2,"281,254",45.41
22-Oct-21,5,CSC_GSM_SCHEDULER ,1,"2,997,791",102.55
22-Oct-21,5,CSC_UFO_ID        ,5,"6,037",33.17
22-Oct-21,5,CSC_UFO_UI_ID     ,1,"5,361",9.32
22-Oct-21,6,CSC_STAGING       ,2,"3,785,217",81.19
22-Oct-21,7,CSC_STAGING       ,2,"5,035,652",177.41
22-Oct-21,8,CSC_STAGING       ,1,"26,492,215",117.65
22-Oct-21,9,CSC_STAGING       ,1,"26,499,336",118.17
22-Oct-21,9,SYSTEM            ,1,1,0.95
22-Oct-21,12,CSC_STAGING       ,1,"26,530,317",118.48
22-Oct-21,13,CSC_STAGING       ,1,"3,418,200",51.23
22-Oct-21,14,CSC_UOV_ANG       ,2,0,199.28
22-Oct-21,15,CSC_STAGING       ,1,"8,396,092",30.94
22-Oct-21,16,CSC_STAGING       ,2,"33,865,391",144.25
22-Oct-21,16,_SYS_STATISTICS   ,1,"224,163,436",56.78
22-Oct-21,17,CSC_STAGING       ,2,"60,692,643",137.7
22-Oct-21,18,CSC_UOV_ANG       ,1,"149,490",5.8
22-Oct-21,21,CSC_STAGING       ,1,"5,046,151",94.37
22-Oct-21,21,_SYS_STATISTICS   ,1,17,0.02
22-Oct-21,22,CSC_STAGING       ,2,"33,895,630",144.75
22-Oct-21,23,CSC_STAGING       ,1,"8,414,678",28.69
23-Oct-21,0,CSC_STAGING       ,1,"26,575,636",123.95
23-Oct-21,1,CSC_STAGING       ,1,"26,538,560",121.17
23-Oct-21,2,CSC_STAGING       ,1,"26,546,136",118.95
23-Oct-21,4,CSC_STAGING       ,1,"5,048,049",102.45
23-Oct-21,5,CSC_GSM_SCHEDULER ,1,"2,997,809",101.95
23-Oct-21,5,CSC_STAGING       ,2,"5,045,532",130.6
23-Oct-21,6,CSC_STAGING       ,1,"26,544,928",120.69
23-Oct-21,7,CSC_STAGING       ,2,"5,046,000",156.02
23-Oct-21,8,CSC_STAGING       ,7,"97,310,053",400.15
23-Oct-21,9,CSC_STAGING       ,1,"5,044,160",71.28
23-Oct-21,10,CSC_STAGING       ,2,"70,373,402",217.82
23-Oct-21,10,_SYS_STATISTICS   ,1,"304,169,343",76.41
23-Oct-21,13,CSC_STAGING       ,2,"60,712,642",135.36
23-Oct-21,13,_SYS_STATISTICS   ,1,"28,478,049",23.34
23-Oct-21,15,CSC_STAGING       ,2,"281,883",44.64
23-Oct-21,15,CSC_UFO_ID        ,1,"369,095",9.74
23-Oct-21,16,CSC_STAGING       ,2,"48,879,749",199.64
23-Oct-21,16,CSC_UFO_STAGING_ID,1,"32,928,099",2.58
23-Oct-21,16,_SYS_STATISTICS   ,1,"30,389,108",24.82
23-Oct-21,17,CSC_STAGING       ,2,"33,872,165",138.61
23-Oct-21,18,CSC_STAGING       ,3,"61,638,527",175.14
23-Oct-21,18,SALTA             ,1,1,8.7
23-Oct-21,19,_SYS_STATISTICS   ,1,"40,095,251",27.85
23-Oct-21,20,CSC_STAGING       ,4,"946,861",81.22
23-Oct-21,21,CSC_STAGING       ,1,"26,528,732",122.35
23-Oct-21,21,_SYS_STATISTICS   ,1,17,0.01
23-Oct-21,23,SYSTEM            ,1,1,0.47
24-Oct-21,2,CSC_STAGING       ,1,"43,839,088",126
24-Oct-21,2,_SYS_STATISTICS   ,1,"26,538,464",21.82
24-Oct-21,3,CSC_STAGING       ,3,"28,368,273",121.22
24-Oct-21,3,CSC_UFO_ID        ,2,"318,991",46.72
24-Oct-21,3,_SYS_STATISTICS   ,1,"24,911,103",21.76
24-Oct-21,4,CSC_STAGING       ,2,"70,294,503",243.88
24-Oct-21,4,_SYS_STATISTICS   ,1,"22,048,728",18.32
24-Oct-21,5,CSC_GSM_SCHEDULER ,1,"2,997,804",101.97
24-Oct-21,5,CSC_STAGING       ,8,"102,892,749",369.78
24-Oct-21,5,_SYS_STATISTICS   ,1,"30,363,205",24.8
24-Oct-21,7,CSC_STAGING       ,5,"41,456,492",176.74
24-Oct-21,8,CSC_STAGING       ,8,"27,638,831",399.16
24-Oct-21,8,VATMURI           ,1,612,1.71
24-Oct-21,8,_SYS_STATISTICS   ,1,4,0.02
24-Oct-21,9,CSC_STAGING       ,1,"5,045,249",69.66
24-Oct-21,10,CSC_STAGING       ,1,"3,544,878",55.26
24-Oct-21,11,CSC_STAGING       ,3,"87,166,484",283.14
24-Oct-21,11,_SYS_STATISTICS   ,1,5,28.12
24-Oct-21,12,CSC_STAGING       ,5,"91,195,198",440.43
24-Oct-21,12,CSC_UFO_ID        ,1,"245,437",5.35
24-Oct-21,12,_SYS_STATISTICS   ,1,5,36.78
24-Oct-21,13,CSC_STAGING       ,6,"91,921,549",315.6
24-Oct-21,13,SAPHANADBA        ,1,1,0.95
24-Oct-21,13,_SYS_STATISTICS   ,1,5,36.7
24-Oct-21,14,CSC_STAGING       ,9,"146,148,072",582.19
24-Oct-21,16,CSC_STAGING       ,2,"5,043,253",132.08
24-Oct-21,17,CSC_STAGING       ,1,"5,042,793",102.55
24-Oct-21,18,CSC_STAGING       ,8,"89,235,806",289.56
24-Oct-21,19,CSC_STAGING       ,5,"66,498,977",396.81
24-Oct-21,19,_SYS_STATISTICS   ,2,"5,505",0.04
24-Oct-21,20,CSC_STAGING       ,3,"49,621,373",240.43
24-Oct-21,21,CSC_STAGING       ,6,"27,640,064",92.83
24-Oct-21,22,CSC_STAGING       ,2,"5,050,457",177.97
24-Oct-21,23,CSC_STAGING       ,1,"26,451,243",120.28
24-Oct-21,23,CSC_UOV_ANG       ,1,216,8.77
25-Oct-21,0,CSC_STAGING       ,2,"33,797,529",137.98
25-Oct-21,2,CSC_STAGING       ,4,"61,502,927",261.22
25-Oct-21,3,CSC_UFO_ID        ,1,"1,502,610",9.7
25-Oct-21,4,CSC_STAGING       ,1,"2,220,598",198.47
25-Oct-21,5,CSC_GSM_SCHEDULER ,1,"2,997,804",101.94
25-Oct-21,5,MONITOR_DAA       ,1,28,0.61
25-Oct-21,6,CSC_STAGING       ,5,"71,534,703",139.7
25-Oct-21,8,CSC_STAGING       ,1,"43,849,212",126.03
25-Oct-21,9,CSC_STAGING       ,1,"26,433,928",117.8
25-Oct-21,10,CSC_STAGING       ,1,"26,445,055",118.42
25-Oct-21,11,CSC_STAGING       ,2,"47,387,418",152.37
25-Oct-21,13,CSC_STAGING       ,12,"102,262,125",542.76
25-Oct-21,13,SYSTEM            ,1,3,0.17
25-Oct-21,13,VATMURI           ,1,612,1.71
25-Oct-21,14,CSC_STAGING       ,1,"26,456,848",120.99
25-Oct-21,15,CSC_STAGING       ,2,"70,315,785",220.94
25-Oct-21,15,CSC_UFO_STAGING_ID,1,"2,092,036",0.17
25-Oct-21,16,CSC_STAGING       ,3,"77,662,361",241.17
25-Oct-21,17,CSC_STAGING       ,3,"77,666,412",238.74
25-Oct-21,18,CSC_STAGING       ,1,"26,468,383",118.25
25-Oct-21,19,CSC_STAGING       ,3,"60,808,019",190.74
25-Oct-21,19,VATMURI           ,1,612,1.71
25-Oct-21,21,VATMURI           ,1,612,1.71
25-Oct-21,23,CSC_STAGING       ,9,"47,574,879",332.06
25-Oct-21,23,GONAIK            ,1,"1,467",0.01
26-Oct-21,0,CSC_STAGING       ,1,"3,488,784",53.59
26-Oct-21,3,SYSTEM            ,1,3,0.17
26-Oct-21,3,_SYS_STATISTICS   ,1,"145,468,797",36.41
26-Oct-21,4,CSC_STAGING       ,1,"24,690,697",119.83
26-Oct-21,5,CSC_GSM_SCHEDULER ,1,"7,098,286",114.89
26-Oct-21,5,CSC_STAGING       ,1,"24,701,887",118.36
26-Oct-21,6,CSC_STAGING       ,1,"26,458,436",116.66
26-Oct-21,7,CSC_STAGING       ,1,"26,470,957",118.89
26-Oct-21,8,CSC_STAGING       ,1,"26,482,079",116.72
26-Oct-21,9,CSC_STAGING       ,4,"35,493,639",165.59
26-Oct-21,9,CSC_UOV_ANG       ,4,702,32.89
26-Oct-21,11,CSC_UFO_ID        ,1,"1,481",9.53
26-Oct-21,11,CSC_UFO_STAGING_ID,1,"379,073",0.07
26-Oct-21,12,CSC_STAGING       ,5,"989,987",88.93
26-Oct-21,13,CSC_STAGING       ,12,"96,661,861",619.32
26-Oct-21,13,_SYS_STATISTICS   ,1,"73,178,552",26.1
26-Oct-21,14,CSC_STAGING       ,4,"44,347,432",255.23
26-Oct-21,14,VATMURI           ,1,612,1.71
26-Oct-21,15,CSC_STAGING       ,6,"91,630,014",444.45
26-Oct-21,16,CSC_STAGING       ,8,"91,658,699",449.22
26-Oct-21,17,CSC_STAGING       ,9,"91,639,025",430.62
26-Oct-21,17,CSC_UOV_ANG       ,1,"2,000",16.72
26-Oct-21,18,CSC_STAGING       ,11,"66,759,799",459.26
26-Oct-21,18,_SYS_STATISTICS   ,1,"50,806,386",42.54
26-Oct-21,19,CSC_STAGING       ,3,"61,580,458",178.03
26-Oct-21,20,CSC_STAGING       ,3,"60,960,858",170.68
26-Oct-21,21,CSC_STAGING       ,2,"5,039,683",134.38
27-Oct-21,2,_SYS_STATISTICS   ,1,"164,669,410",41.71
27-Oct-21,3,CSC_UOV_ANG       ,1,0,135.38
27-Oct-21,4,CSC_STAGING       ,1,"5,036,543",79.22
27-Oct-21,5,ABALAKIS          ,2,64,333.52
27-Oct-21,5,CSC_STAGING       ,3,"17,830,012",139.99
27-Oct-21,5,CSC_UFO_STAGING_ID,1,"196,418",0.06
27-Oct-21,5,VATMURI           ,1,612,1.71
27-Oct-21,5,_SYS_STATISTICS   ,1,"8,512,404",2.97
27-Oct-21,6,CSC_STAGING       ,4,"61,802,744",239.75
27-Oct-21,6,CSC_UOV_ANG       ,3,488,24.91
27-Oct-21,6,_SYS_STATISTICS   ,1,"30,536,796",24.94
27-Oct-21,7,CSC_STAGING       ,1,"3,529,819",52.83
27-Oct-21,7,CSC_UOV_ANG       ,1,0,15.53
27-Oct-21,8,CSC_STAGING       ,1,"26,550,894",121.9
27-Oct-21,8,CSC_UOV_ANG       ,1,"1,000",119.68
27-Oct-21,10,CSC_UOV_ANG       ,1,0,14.19
27-Oct-21,10,VATMURI           ,1,612,1.71
27-Oct-21,11,CSC_STAGING       ,1,"5,038,718",70.22
27-Oct-21,12,CSC_STAGING       ,1,"26,590,624",124.05
27-Oct-21,13,VATMURI           ,1,612,1.71
27-Oct-21,15,SYSTEM            ,1,0,0
27-Oct-21,16,CSC_STAGING       ,9,"88,932,154",421.68
27-Oct-21,16,SYSTEM            ,1,1,0.02
27-Oct-21,16,VATMURI           ,1,612,1.71
27-Oct-21,16,_SYS_STATISTICS   ,1,36,0.01
27-Oct-21,18,CSC_STAGING       ,8,"52,041,093",280.13
27-Oct-21,18,_SYS_STATISTICS   ,1,"22,084,545",18.35
27-Oct-21,19,CSC_STAGING       ,3,"22,415,758",345.47
27-Oct-21,19,_SYS_STATISTICS   ,1,"7,828,502",3
27-Oct-21,20,CSC_STAGING       ,1,"5,051,659",102.65
27-Oct-21,21,CSC_STAGING       ,1,"5,049,685",102.39
27-Oct-21,22,CSC_STAGING       ,1,"5,049,762",72.03
28-Oct-21,5,CSC_GSM_SCHEDULER ,1,"5,114,749",122.32
28-Oct-21,10,CSC_STAGING       ,2,"47,429,983",160.91
28-Oct-21,12,CSC_STAGING       ,1,"246,615",3.21
28-Oct-21,13,CSC_STAGING       ,1,"26,775,065",122.38
28-Oct-21,14,CSC_UFO_ID        ,1,747,2.29
28-Oct-21,14,CSC_UFO_STAGING_ID,1,"24,092",0.06
28-Oct-21,16,CSC_STAGING       ,1,"8,565,257",29.18
28-Oct-21,17,MAHPANIC          ,1,-1,164.35
28-Oct-21,20,CSC_STAGING       ,8,"92,216,207",370.38
28-Oct-21,20,CSC_UOV_ANG       ,2,648,16.83
28-Oct-21,22,CSC_STAGING       ,1,"26,912,440",124.57
28-Oct-21,22,SYSTEM            ,1,3,0.17
28-Oct-21,23,CSC_UFO_ID        ,1,"353,656",9.85
29-Oct-21,0,CSC_GSM_BAAO_UI   ,1,0,9.83
29-Oct-21,1,CSC_STAGING       ,1,"26,931,984",124.06
29-Oct-21,2,CSC_STAGING       ,1,"26,952,154",124.17
29-Oct-21,2,CSC_UFO_ID        ,1,"847,786",10.29
29-Oct-21,2,CSC_UFO_STAGING_ID,9,"4,124,764",1.39
29-Oct-21,3,CSC_UFO_ID        ,1,"3,616",9.65
29-Oct-21,4,CSC_STAGING       ,2,"5,235,469",126.08
29-Oct-21,4,VATMURI           ,1,612,1.71
29-Oct-21,5,CSC_GSM_SCHEDULER ,1,"5,109,864",122.33
29-Oct-21,5,CSC_STAGING       ,4,"43,216,485",144.65
29-Oct-21,6,CSC_STAGING       ,1,"27,066,776",126.99
29-Oct-21,8,SYSTEM            ,1,1,0.95
29-Oct-21,9,CSC_STAGING       ,9,"92,530,782",402.07
29-Oct-21,10,CSC_STAGING       ,2,"60,869,042",131.96
29-Oct-21,12,VATMURI           ,1,612,1.71
29-Oct-21,13,CSC_STAGING       ,1,"27,282,064",127.36
29-Oct-21,13,CSC_UOV_ANG       ,1,0,2.99
29-Oct-21,14,CSC_STAGING       ,1,"27,323,644",129.31
29-Oct-21,14,CSC_UOV_ANG       ,2,"4,000",35.32
29-Oct-21,15,CSC_STAGING       ,12,"126,420,564",570
29-Oct-21,16,CSC_STAGING       ,4,"36,874,271",178.72
29-Oct-21,17,CSC_STAGING       ,1,"27,441,575",128.83
29-Oct-21,18,CSC_STAGING       ,1,"27,465,267",130.67
29-Oct-21,19,CSC_STAGING       ,2,"35,135,206",150.97
29-Oct-21,22,CSC_STAGING       ,12,"150,158,208",582.27
29-Oct-21,22,VATMURI           ,1,612,1.72
29-Oct-21,23,CSC_STAGING       ,5,"96,107,169",294.44
30-Oct-21,0,CSC_STAGING       ,1,"27,536,123",128.98
30-Oct-21,2,CSC_STAGING       ,1,"43,919,394",107.74
30-Oct-21,4,CSC_STAGING       ,1,"27,507,531",128.63
30-Oct-21,5,CSC_GSM_SCHEDULER ,1,"5,110,522",122.35
30-Oct-21,5,CSC_STAGING       ,10,"128,456,820",359.02
30-Oct-21,5,CSC_UFO_ID        ,1,"36,383,879",42.62
30-Oct-21,6,CSC_STAGING       ,2,"44,835,343",283.78
30-Oct-21,9,CSC_STAGING       ,1,"5,373,231",90.53
30-Oct-21,12,CSC_UFO_ID        ,1,"2,546,282",11.57
30-Oct-21,14,CSC_STAGING       ,1,"27,603,452",129.48
30-Oct-21,15,CSC_STAGING       ,2,"7,707,342",150.65
30-Oct-21,19,CSC_STAGING       ,2,"4,169,973",86.71
30-Oct-21,20,CSC_STAGING       ,1,"8,900,380",32.32
30-Oct-21,22,CSC_STAGING       ,8,"93,154,556",440.16
31-Oct-21,2,CSC_STAGING       ,1,"27,440,285",127.88
31-Oct-21,2,VATMURI           ,1,612,1.72
31-Oct-21,2,_SYS_STATISTICS   ,1,"21,966,400",18.25
31-Oct-21,5,CSC_GSM_SCHEDULER ,1,"5,110,293",122.33
31-Oct-21,5,CSC_STAGING       ,4,"47,816,261",209.53
31-Oct-21,8,CSC_STAGING       ,1,"27,446,576",131.81
31-Oct-21,10,CSC_STAGING       ,12,"131,876,168",358.72
31-Oct-21,11,CSC_UFO_ID        ,1,"3,613,134",11.03
31-Oct-21,11,SYSTEM            ,1,1,0.96
31-Oct-21,12,CSC_STAGING       ,2,"35,101,159",153.12
31-Oct-21,13,CSC_STAGING       ,19,"97,284,144",551.3
31-Oct-21,13,_SYS_STATISTICS   ,1,4,0.21
31-Oct-21,14,CSC_STAGING       ,9,"110,102,481",545.15
31-Oct-21,15,CSC_STAGING       ,1,"5,381,127",72.26
31-Oct-21,16,CSC_STAGING       ,1,-1,131.07
31-Oct-21,17,CSC_STAGING       ,1,"8,837,168",29.38
31-Oct-21,18,CSC_STAGING       ,9,"95,518,180",481.11
31-Oct-21,19,CSC_STAGING       ,1,"8,838,420",30.07
31-Oct-21,21,CSC_STAGING       ,1,"5,381,100",127.44
31-Oct-21,22,CSC_STAGING       ,2,"35,110,914",150.89
31-Oct-21,23,CSC_STAGING       ,6,"67,112,762",394.33
31-Oct-21,23,CSC_UFO_ID        ,1,"1,659,466",5.44
1-Nov-21,0,CSC_STAGING       ,1,"5,382,589",113.1
1-Nov-21,1,CSC_STAGING       ,3,"66,329,287",240.97
1-Nov-21,1,_SYS_STATISTICS   ,1,"44,428,835",36.73
1-Nov-21,2,CSC_STAGING       ,10,"119,225,017",550.49
1-Nov-21,4,CSC_STAGING       ,1,"5,376,864",76.3
1-Nov-21,5,CSC_GSM_SCHEDULER ,1,"5,111,355",122.34
1-Nov-21,5,MONITOR_DAA       ,1,214,0.64
1-Nov-21,6,CSC_STAGING       ,1,"27,388,726",129.93
1-Nov-21,6,_SYS_STATISTICS   ,1,"27,987,692",30.2
1-Nov-21,7,CSC_STAGING       ,2,"5,377,543",143.75
1-Nov-21,8,CSC_STAGING       ,1,"27,398,553",129.76
1-Nov-21,9,CSC_STAGING       ,5,"67,134,265",316.75
1-Nov-21,9,VATMURI           ,1,612,1.72
1-Nov-21,10,CSC_STAGING       ,1,"3,660,038",52.94
1-Nov-21,11,CSC_STAGING       ,1,"27,423,565",128.26
1-Nov-21,12,CSC_STAGING       ,4,"36,916,884",179.37
1-Nov-21,15,CSC_STAGING       ,1,"27,437,618",128.36
1-Nov-21,15,CSC_UFO_ID        ,2,"479,621",35.18
1-Nov-21,17,CSC_STAGING       ,1,"27,438,328",128.39
1-Nov-21,18,CSC_STAGING       ,5,"1,076,334",102.6
1-Nov-21,19,CSC_STAGING       ,2,"2,584,012",88.29
1-Nov-21,20,CSC_STAGING       ,6,"80,278,954",301.41
1-Nov-21,21,CSC_STAGING       ,16,"135,300,042",568.18
1-Nov-21,21,_SYS_STATISTICS   ,1,3,0.01
1-Nov-21,22,CSC_STAGING       ,2,"7,647,838",149.05
1-Nov-21,23,CSC_STAGING       ,1,"8,821,747",30.59
2-Nov-21,0,VATMURI           ,1,612,1.72
2-Nov-21,1,CSC_STAGING       ,1,"27,408,639",128.09
2-Nov-21,2,CSC_STAGING       ,9,"113,231,375",433.06
2-Nov-21,5,CSC_GSM_SCHEDULER ,1,"41,462,018",97.73
2-Nov-21,6,CSC_STAGING       ,2,"60,972,910",140.23
2-Nov-21,7,CSC_GSM_BAAO_UI   ,1,0,12.05
2-Nov-21,7,CSC_STAGING       ,2,"35,041,337",151.07
2-Nov-21,7,VATMURI           ,1,612,1.72
2-Nov-21,8,CSC_STAGING       ,1,"3,700,963",56.06
2-Nov-21,9,CSC_STAGING       ,1,"27,457,565",130.68
2-Nov-21,10,CSC_STAGING       ,2,"5,360,855",156.76
2-Nov-21,11,CSC_STAGING       ,8,"92,781,361",420.98
2-Nov-21,12,CSC_STAGING       ,5,"5,463,361",195.27
2-Nov-21,12,CSC_UFO_ID        ,1,"116,003",9.11
2-Nov-21,13,CSC_STAGING       ,22,"128,842,304",593.17
2-Nov-21,14,CSC_STAGING       ,2,"5,356,533",134.27
2-Nov-21,15,CSC_STAGING       ,13,"99,575,141",517.08
2-Nov-21,16,CSC_STAGING       ,15,"127,060,058",521.09
2-Nov-21,16,VATMURI           ,1,612,1.72
2-Nov-21,17,CSC_STAGING       ,1,-1,128.78
2-Nov-21,18,CSC_STAGING       ,1,"27,486,323",130.39
2-Nov-21,20,CSC_STAGING       ,1,"27,488,885",129.2
2-Nov-21,21,_SYS_STATISTICS   ,1,"70,458,248",28.77
2-Nov-21,22,CSC_STAGING       ,6,"1,080,445",116.66
3-Nov-21,1,CSC_STAGING       ,1,"27,458,081",128.32
3-Nov-21,2,CSC_STAGING       ,3,"6,277,352",194.99
3-Nov-21,3,ABALAKIS          ,1,12,135.64
3-Nov-21,3,CSC_STAGING       ,9,"104,941,125",422.05
3-Nov-21,4,CSC_STAGING       ,1,"27,473,377",128.46
3-Nov-21,5,CSC_GSM_SCHEDULER ,1,"11,734,263",88.74
3-Nov-21,7,CSC_STAGING       ,10,"68,414,336",483.65
3-Nov-21,7,VATMURI           ,1,612,1.72
3-Nov-21,9,CSC_STAGING       ,1,"5,352,749",91.42
3-Nov-21,9,NARIORDA          ,1,3,25.3
3-Nov-21,11,CSC_STAGING       ,3,"22,397,855",150.19
3-Nov-21,12,CSC_STAGING       ,12,"89,390,685",317.04
3-Nov-21,12,MAHPANIC          ,1,0,0
3-Nov-21,12,SYSTEM            ,1,1,0.02
3-Nov-21,12,_SYS_STATISTICS   ,1,4,0.25
3-Nov-21,13,CSC_STAGING       ,1,-1,129.72
3-Nov-21,14,CSC_STAGING       ,8,"116,414,677",497.51
3-Nov-21,14,CSC_UOV_ANG       ,1,0,8.93
3-Nov-21,15,CSC_STAGING       ,1,"5,359,772",124.73
3-Nov-21,16,_SYS_STATISTICS   ,1,"270,370,492",68.49
3-Nov-21,19,_SYS_STATISTICS   ,1,"1,657",0.02
3-Nov-21,20,CSC_STAGING       ,3,"361,667",76.06
3-Nov-21,20,_SYS_STATISTICS   ,1,"1,661",0.01
3-Nov-21,21,_SYS_STATISTICS   ,1,"1,659",0.01
3-Nov-21,22,CSC_STAGING       ,1,"5,359,037",105.11
3-Nov-21,22,_SYS_STATISTICS   ,1,"1,640",0.02
3-Nov-21,23,CSC_STAGING       ,1,"5,358,459",76.51
3-Nov-21,23,_SYS_STATISTICS   ,1,"1,644",0.02
4-Nov-21,0,_SYS_STATISTICS   ,1,"1,645",0.02
4-Nov-21,1,CSC_GSM_SCHEDULER ,1,"21,354,387",29.39
4-Nov-21,1,CSC_STAGING       ,1,"24,030",31.9
4-Nov-21,1,_SYS_STATISTICS   ,1,"1,622",0.02
4-Nov-21,2,CSC_SCHEDULER     ,1,"5,101",0.41
4-Nov-21,2,CSC_STAGING       ,10,"4,109,022",87.31
4-Nov-21,2,NIKTANDO          ,1,0,200
4-Nov-21,2,VATMURI           ,1,612,1.72
4-Nov-21,2,_SYS_STATISTICS   ,2,2,0.02
4-Nov-21,3,_SYS_STATISTICS   ,1,"1,624",0.01
4-Nov-21,4,CSC_STAGING       ,1,"5,364,757",104.22
4-Nov-21,4,_SYS_STATISTICS   ,1,"1,625",0.01
4-Nov-21,5,CSC_GSM_SCHEDULER ,1,"30,312,205",99.13
4-Nov-21,5,CSC_STAGING       ,1,"23,999",32.9
4-Nov-21,5,_SYS_STATISTICS   ,1,"1,658",0.01
4-Nov-21,6,VATMURI           ,1,612,1.72
4-Nov-21,6,_SYS_STATISTICS   ,1,"1,649",0.01
4-Nov-21,7,CSC_STAGING       ,1,"27,475,955",127.93
4-Nov-21,8,CSC_STAGING       ,8,"95,754,186",249.51
